7,1,-3,5,-7,3,14,-9,-15
8,-1,-6,10,-13,-14,-12,15,4
19,-13,9,-16,1,5,-12,3,8
20,10,-4,1,-14,-14,-9,12,3
29,-15,-14,-6,8,7,-1,6,-10
41,4,-16,-8,-10,-7,15,-9,-6
45,0,-1,12,5,11,5,8,-15
66,0,12,13,-1,3,8,1,-11
74,15,8,-4,-11,-10,2,2,10
79,15,12,-14,5,3,14,1,0
88,-4,8,1,15,-6,8,-2,5
90,-6,-12,10,-6,1,-16,9,-11
110,-5,15,7,-9,10,-1,2,6
119,-6,-14,-12,-4,-7,7,-3,0
121,-15,11,11,-14,-16,9,4,-14
136,12,3,-4,2,-5,-13,-3,-6
176,-11,6,-9,11,-11,-10,5,-11
220,-11,7,-9,0,12,14,10,6
242,14,-2,-14,-3,4,1,-9,4
249,-1,14,15,-14,10,1,-6,-8
259,-14,12,-7,0,-15,10,14,-1
274,-2,1,10,-14,15,-12,10,-13
281,10,-13,14,1,10,3,3,15
305,-8,-12,-9,-16,0,3,-7,-8
306,1,-5,-10,-2,-12,14,6,0
312,14,3,0,-15,-7,-6,-14,0
333,-4,1,6,-12,5,-14,-3,11
340,-7,8,-7,-1,4,-8,3,-10
355,-7,4,12,13,-6,3,-3,-6
382,-10,-13,-15,9,1,-8,-2,-7
387,-7,-9,6,-9,-3,11,-10,-9
397,-10,-6,9,11,1,9,-11,2
403,-6,-10,-7,-16,2,-1,10,-5
408,15,6,-10,11,-8,-14,-3,3
412,-8,7,-10,6,8,12,-5,-16
413,-6,-13,-6,-12,-5,-2,-15,9
435,5,-3,-4,-6,0,-7,-14,14
436,-14,-1,-10,-9,-6,-6,-11,15
444,5,0,11,-14,2,5,-3,-10
469,8,-6,-12,15,-3,-5,8,-1
475,9,-3,-16,3,-10,-5,4,-15
486,-12,1,2,-1,0,-1,-8,0
491,0,-12,-7,6,-12,9,-12,15
495,3,-4,-2,5,5,10,6,-2
501,-13,5,-7,-13,6,6,0,1
506,15,-1,11,-5,-5,-3,1,-12
510,-6,4,-11,11,-4,7,-5,-4
525,8,-6,3,4,3,12,-1,10
537,-5,3,4,-16,-3,2,-12,14
549,6,11,-4,-6,-4,-14,14,-14
550,-5,-8,12,5,-16,5,-9,-15
561,14,-11,-9,8,8,-15,8,13
564,-9,0,-8,8,-5,-10,7,10
571,-8,3,-10,-12,1,-13,5,0
585,-11,-3,10,-11,13,-15,7,9
592,5,-2,10,-13,7,-11,-5,-13
599,5,11,-4,-8,6,-16,7,1
635,1,-13,1,14,-3,-12,-15,11
658,12,-10,1,12,-3,13,-14,10
661,-5,5,2,-13,15,-7,7,-6
668,1,9,-3,4,8,-9,-4,0
676,-4,-12,14,15,-9,6,14,-5
681,-10,-4,12,7,-1,-13,15,6
707,11,10,-12,10,-11,-10,-12,-4
710,-16,6,11,-13,-5,-15,7,-2
711,0,7,-9,-12,8,-1,9,-1
724,-11,-13,8,1,-13,13,-12,-2
741,-14,-10,-10,-13,2,-16,-2,4
744,4,14,14,-13,-15,-14,-16,-3
759,-1,7,12,-14,-3,-14,-4,-10
773,2,-1,4,-14,-12,15,6,4
791,-14,-3,-9,-5,-7,-16,10,4
815,-5,-10,14,14,9,15,15,-12
818,-6,-8,5,15,15,-11,-10,-2
839,-4,-12,14,-3,-11,12,-12,-16
840,3,-13,-5,-2,13,-1,-2,-9
848,0,-11,1,-5,10,-8,-9,14
849,11,-9,3,6,2,3,-4,-2
853,-10,-7,-10,10,8,3,-14,-1
859,9,-6,11,-7,-8,-14,-12,12
884,-14,12,-8,12,15,6,11,2
890,-14,13,-3,1,-15,13,4,14
892,-14,-1,12,-8,-5,-8,9,4
895,11,-11,1,1,12,-8,-15,11
910,-15,7,-15,-15,10,4,-10,11
931,4,-7,-14,-10,13,0,5,0
946,12,-10,8,-14,-11,-16,-2,-6
952,13,-1,15,3,0,-10,6,-2
960,-13,-2,-14,-5,-15,11,3,-12
965,3,8,-6,-5,11,-4,-15,-10
966,-11,14,1,1,11,12,0,-6
971,-3,8,-16,-1,10,13,-16,5
976,-7,0,-4,-5,3,-9,14,-6
980,0,9,6,-8,-14,13,-7,15
988,6,1,1,3,-8,-3,1,5
1000,-1,-8,14,6,2,5,-15,0
